Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
Lithuania;0.004815196;0.002146981;0.004351198;;;0;0;0.02645576;0.716708541;;0.043622755;0.128636286;1.093863487;;;0.002001649;0;13.19882774;0.359518468;0;0;;0;0.000885203;0;0;0.139722064;;0.020602541;0;0;0;0;;0;;;;;3.05402E-06;0.553258955;0.015263204;;;;0.012034653;0;0.002154772;;0.001365328;0.190203637;0.259673566;0;0;0.001872003;0;0.010204185;0;;;1.575019717;0;;0;0.104914241;1.321252108;;;0;0.578803539;3.902369499;0.000631411;;0.002778959;;0;;0;0;0;0;0;0;0;0.32180208;0.003002946;0.064985737;0.001795951;0.01242615;0.000614526;0.010022216;;0.020634457;0.04483714;0;0.026301038;0.029860241;0.181752294;0.001551696;;;0.064730838;;;1.272695661;0;13.46044254;0.688290358;0;0.001791148;;;0;0.143494576;0;0.001021368;;0;0;0;0;0.000185228;;;0;;0.002205702;;1.24911356;;0.336437821;0;0;0;;0.000654258;0;0.032457799;;;0;0;0.000462408;0.051154297;;0.098570473;0;0.053738341;;0.001945909;0;0.005395121;0;0.00597466;4.973158836;0.00316935;;;0.024433751;27.93409538;0.00063661;0;;0;0.005027159;0.001565823;0;0;0;;0.026634291;0.004942924;0;;0;0.096171387;0.003866328;0;0;0;0;0;0;0.073953137;0.096514523;0.009597918;1.771145701;0.000203953;0.002991197;;0;0;0;0.003944928;0.004511215;;;;0.001299249;12.52804089;;0.275512666;1.210863352;0.003245482;;0;0.000429212;0.132210195;;;0.00074241;0.000197681;;91.65341479
Luxembourg;0.000489663;0.228247359;0.709720612;;;0.0002089;0.001347844;0.092591666;0.015964795;;0.440065652;3.777084589;0.007741585;;;0.211915076;0.003054673;0.022574518;406.5624084;0;0.012744315;;0;0.025746085;3.073034763;0;2.720306396;;0.265940934;0.002108807;0.02072753;0.026234321;0.066550449;;3.715661764;;;;;0.000857581;9.755604744;0.461806357;;;;0.033038892;0.036929958;0.686633885;;0.010238241;1.753756642;8.855859756;0.00434467;0.005385404;0.795341313;0.079516314;0.930920243;0.008233704;;;0.086041927;0.040011518;;0.003884335;2.261874199;264.2286682;;;0;0.020075683;61.85686874;0.007808801;;0.562077582;;0;;0.414209306;0.013458389;0.014572832;0.009043967;0.030751551;0.014605125;0.099407695;1.769918323;0.31621632;3.756019831;0.39103809;0.613449514;0.018004157;0.811442614;;0.123886809;31.92669487;0.029497709;1.275259376;0.050738651;0.000893229;0.15327087;;;3.178375959;;;0.006553262;0.009464343;0.053106416;1.376539469;0;0.032097731;;;0.102872685;0;0.00601483;0.299310505;;0.001607951;0.038120396;0;0.012437433;0.006651476;;;0.199529141;;0.149544135;;0.061962213;;0.039701246;0;1.858223438;0.044962786;;0.006549922;0.329347342;7.245618343;;;0.058945913;0.007058121;0.010637001;0.911296964;;0.751590431;0.003283896;0.378751338;;0.039156999;0;0.027998326;0.937879622;2.703251839;2.834046364;93.05731964;;;1.002130985;0.291046321;0.146618366;0;;0.00239201;0.010604769;0.316477835;0;0.002677167;0.003146594;;0.3797023;0.433451533;0;;0.303111166;19.82138824;0.199740931;0;0;0;0.007989718;0.000237566;0;2.764720917;7.348355293;0.118751347;0.02116717;0.00206805;1.495366454;;0.111119568;0;0.00263973;1.110337019;0.082397625;;;;0.058597624;0.317381591;;7.096940517;2.510339499;0.011447133;;0.007892508;0.031893268;2.143346548;;;0;0.006690298;;981.2626038
Macao SAR, China;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;1924.529785;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;10.22339058;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;67.48056793;0;2.510856867;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.886435032;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;2009.631036
Macedonia, FYR;0;57.38769531;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;3.334833145;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;75.64148712;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;2.787368298;;;;0;0;;0;0;0;;0;0;0;;;0;0;;139.1513839
Madagascar;0;0;4.365543842;;;0;0;0;0;;0;0;0;;;0.055818785;0;0;2.071848631;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;19.19736099;0;;;;0;0;0;;0;0;0;0;0;0;0;0.32227549;0;;;0;0;;0;0;136.9169312;;;0;0;1.228631258;0;;0;;0;;0;0;0;0;0;0;0;0;0;20.67113113;0;0;0;0;;0;0.584979534;0;0.226751685;0;9.16817E-05;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0.588436007;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;4.948263168;;0;0;0;0;0;0;0;;;0;0.074077584;0;0;;0;0;0;0;0.018157581;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;1.446115017;0;0;0;0;;0;0;0;0;0;;;;0;0.003803863;;0.342218876;0.386590093;0;;0;0;0.191247642;;;0;0;;193.640274
Malawi;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;21.73116875;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;7.891829491;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;5.857648849;0;0;0;0;0;0;0;0;0;0;0;0;2.134253502;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;3.543152332;;41.15805292
Malaysia;0;0;0;;;0;0;0;0;;25.10228539;0;0;;;359.6834412;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;771.7589111;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;547.265686;3786.238525;0;0;0;;0;0;0;68.0246582;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;3.81698823;0;0;0;;0;0;42.41267014;;0;0;0;0;1246.799438;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;13.06472301;0;0;0;0;0;0;0;0;0;0;0;364.9586487;;0;0;0;0;0;;;;0;0;;22.62062263;0;0;;0;0;0;;;0;0;;7251.746598
Maldives;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Mali;0;0;0.748725176;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0.162307069;;0;0;0;0;0;;0;1.619875789;0;0;0.148305193;;0;;;;;0;0;0;;;;0;18.06957054;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;28.83521843;;;0.426371217;0;0;0.286071032;;0;;0;;0;1.636073232;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0.263788015;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;1.457608342;20.63463974;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;16.4719944;0;0;0.211480841;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.52163893;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;91.49366795
Malta;0;0;0;;;0;0;0;0;;8.909389496;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;1.414568663;;;0;0;1.839759469;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1.441676736;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;9.061630249;1.290338993;0;;0;0;0;;;0;0;;23.95736361
Marshall Islands;0;0;0;;;0;0;0;0;;0.543470919;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0.182899773;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0.277383626;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0.00202915;0;0;0;;0;0;0;;0;0;0;0;0.020969143;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0.005521123;0;;0;0;0;;;0;0;;1.032273734
Mauritania;0.000213075;0;3.340466022;;;0;0;0.064338699;0.002718959;;0;0;0.002275926;;;0.02569332;0;0.001407231;2.332851887;0;0.285112232;;0;0;0;0;0.848588824;;0;0;0;0;0.157707468;;0;;;;;0.000223036;1.518312454;0;;;;0;0.083291925;0;;0;0;0;0;0;0;0;1.711053848;0;;;0;0;;0;0;26.18717575;;;0;0.001616562;0.204588696;0.040644392;;0;;0;;0;0.632902026;0.484287292;0;0.002477463;0;0;0;0;0;0;0;0.025786623;0;;0;0.192112938;0;0;0;0.000240873;0;;;0.616817474;;;0.003955326;0;0;2.023763895;0;0;;;0.006113566;0;0;0;;0;0;0;4.786896229;0;;;0;;0;;0.003304955;;0;0;0.907398701;0;;0;0;0.076928861;;;0;0;0.079077706;0;;0;0;0;;0;0;0;0.008462262;0;0;0;;;0.038013857;0.025584161;0;0;;0;0.68583262;93.97444916;0;0;0;;0;0;0;;0;1.058775425;0;0;0;0;0.080952615;0;0;0;0.180921197;0.407678872;0.006535525;0;0;;0.131653056;0;0;1.170888543;0;;;;0;0.016656339;;0;0.349599749;0;;0;0;0;;;0.008407886;0;;144.7947555
Mauritius;0;0;0;;;0;0;0;0;;1.568280935;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;96.38405609;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;50.92099762;;;0;0;7.359732151;0;;0;;0;;0;0;0;0;0;0;0.030043188;0;0;34.27169418;0;0;0;0;;0;2.183759928;0;0.205356881;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0.086625732;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0.303822637;0;;0;0;0;;2.81878686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;5.444689274;0.299045444;0;;0;0;0;;;0;0;;201.8768909
Mayotte;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Mexico;0.002617168;0.007827291;0.174283788;;;1.67768E-05;0.007128868;5.347256184;0.120871387;;1.483123541;3.552602291;0.027826034;;;0.043311521;0.001088242;0.001074276;23.66746712;2.121884823;0;;0;2.669228554;0.030601121;0;10.99948788;;0.351284951;0.000430102;0.000703029;0.001593931;0.002137396;;0.001241168;;;;;0.026690364;16.28960228;16.12382126;;;;11.67882442;0.002413473;0.138508648;;0.01502142;1.708639264;1.655729175;0;0.060448229;3.429431915;3.595678329;0.822075903;19.72885323;;;0.023395767;0.015032083;;0.002167649;0.479467273;92.7731781;;;0.006904051;0.134716943;31.61449051;0.003268971;;0.216931745;;0.117182024;;152.1994324;0.00237427;0.000630006;0.012109568;0.562154591;20.86522484;0;1.536972165;0.018879199;2.968221426;0.265211582;0.22608304;0.013661516;0.243666068;;1.841120124;11.26840401;0.209306791;15.06768227;0.321962237;6.3368E-05;0.060099997;;;12.84200001;;;0.095601872;0.000361243;0.067265272;17.2348938;0.002412535;0.007355172;;;0.313707769;0.634313643;0.012920475;0.002335971;;0.00036078;0.04468384;0.002152947;0;0.001746763;;;0.011723583;;0;;0.026137499;;0.065351009;0;0.440608799;0.001211498;;0.002961199;0;2.015959263;;;0.153090164;4.633286476;0;0.836163044;;0.807243288;0.003692049;0.221208379;;7.146606922;0.000198591;0.534219801;12.55526066;2.046104908;2.863988161;0.67248112;;;0.432179242;0.87773478;0;0.009695388;;0.00054733;0.229137748;0.047433622;0;0.00899965;0.000584274;;0.103159264;0.192280456;0;;0.131101698;221.8196564;0.134960964;0;0.034861945;0.001149235;0.007348143;0.000133008;0;1.414923787;16.70152092;0.976358056;0.037266903;0.003926838;0.29275465;;0.003695941;0;0.009935474;0.080936149;0.071649261;;;;0.011051604;0.305176616;;7.002983093;950.1000366;0.514658749;;0;0.906062186;0.171363264;;;0.003228592;0.000845545;;1727.899766
Micronesia, Fed. Sts.;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;1.858828545;0;;0;0;0;;;0;0;;1.858828545
Moldova;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0.938699245;0;0;0;;0;0;0;0;0;;46.16540909;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;68.46723175;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;160.3641052;;0;0;0;;0;0;0;;;0;0;;275.9354453
Monaco;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;15.68868637;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;102.9602585;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;11.82334518;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;2.735090971;0.664814711;0;;0;0;0;;;0;0;;133.8721957
Mongolia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;13.9036808;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.030218843;0;;;1.902861834;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;1.948728085;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;17.78548956
Montenegro;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Morocco;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Mozambique;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;13.5143919;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;46.233078;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;29.07414627;0;;;0;0;0;0;;0.583181918;0;0;0;0;;;0;;0;;0;;0;0;0;0;;6.034818649;0;0;;;0;0;0;0;;0;0;16.73954773;;0;0;0;0;0;0;114.0820618;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;172.4276733;0;0;0;0;0;0;0;1.101346135;0;0;0;0;2.954344273;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;1.134685636;;403.8792756
Myanmar;0;0;0;;;0;0;0;0;;0;0;0;;;2.177061081;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;228.800827;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;122.9430847;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;6.534171581;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;360.4551444
Namibia;0;0;0;;;0.020142872;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;2.344052792;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;39.30623627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;2.695483923;;44.36591585
Nepal;0;0;0;;;0;0;0;0;;7.553937912;0;0;;;1.134729981;0;0;0;0;0;;6.667945862;0;0;0;0;;0;0;0;0;0;;0;;;;;0;61.27288437;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;3223.794678;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0.811654389;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0.567496061;0;0;0;;0;0;38.68540192;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;1.790959239;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;3342.279687
